source_dataset,split,class,source,destination
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\Aphid_17.jpg,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__Aphid_17.jpg
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_17.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_17.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_172.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_172.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_173.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_173.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_174.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_174.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_176.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_176.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_179.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_179.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\Aphid_18.jpg,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__Aphid_18.jpg
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_18.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_18.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_180.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_180.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_182.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_182.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_185.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_185.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_187.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_187.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_189.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_189.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_19.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_19.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_192.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_192.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_193.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_193.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_194.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_194.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_195.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_195.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_197.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_197.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_199.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_199.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\Aphid_2.jpg,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__Aphid_2.jpg
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_20.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_20.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_201.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_201.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_202.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_202.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_203.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_203.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_204.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_204.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_205.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_205.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_206.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_206.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_207.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_207.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_208.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_208.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_209.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_209.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\Aphid_21.jpg,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__Aphid_21.jpg
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_210.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_210.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_211.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_211.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_212.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_212.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_213.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_213.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_214.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_214.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_215.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_215.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_217.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_217.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_219.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_219.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\Aphid_22.jpg,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__Aphid_22.jpg
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_22.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_22.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_221.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_221.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_222.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_222.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_223.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_223.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_224.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_224.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_225.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_225.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_226.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_226.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_227.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_227.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_228.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_228.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_229.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_229.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_23.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_23.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_232.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_232.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_237.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_237.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_238.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_238.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_239.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_239.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_241.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_241.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_242.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_242.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_243.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_243.png
数据集1,train,Aphid,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Aphid\aphid_244.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Aphid\dataset1__aphid_244.png
