source_dataset,split,class,source,destination
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_433.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000066.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_720.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000067.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_632.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000068.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_514.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000069.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_773.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000070.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_613.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000071.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__Aphid_26.jpg,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000072.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_156.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000073.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_586.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000074.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_100.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000075.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_878.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000076.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_351.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000077.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_112.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000078.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_25.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000079.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_304.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000080.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_215.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000081.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_104.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000082.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_55.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000083.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_733.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000084.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_666.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000085.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_761.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000086.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_586.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000087.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_630.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000088.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_247.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000089.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_159.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000090.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_815.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000091.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_529.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000092.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_254.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000093.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_98.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000094.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_148.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000095.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_255.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000096.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_256.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000097.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_438.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000098.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_137.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000099.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_475.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000100.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_115.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000101.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_88.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000102.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_616.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000103.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_237.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000104.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_208.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000105.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_874.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000106.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_113.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000107.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_477.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000108.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_229.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000109.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_98.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000110.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_92.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000111.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_60.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000112.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_310.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000113.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_225.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000114.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_459.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000115.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_785.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000116.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_98.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000117.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_508.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000118.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_614.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000119.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_152.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000120.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_831.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000121.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_306.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000122.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_91.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000123.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_232.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000124.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_43.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000125.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_792.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000126.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_782.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000127.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_775.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000128.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__Aphid_29.jpg,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000129.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_284.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000130.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_518.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000131.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_763.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000132.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_135.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000133.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__Aphid_47.jpg,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000134.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_418.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000135.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_784.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000136.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_424.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000137.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_674.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000138.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_61.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000139.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_527.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000140.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_644.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000141.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_193.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000142.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_749.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000143.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_69.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000144.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_727.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000145.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_822.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000146.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_120.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000147.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_640.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000148.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_646.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000149.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\archive__aphid_815.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000150.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_693.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000151.jpg
augment,train,Aphid,e:\AI\02NLP-project\data\合并数据集\train\Aphid\dataset1__aphid_764.png,e:\AI\02NLP-project\data\合并数据集\train\Aphid\aug__s42__000152.jpg
